"Shadow, The (1994)",1-Jan-94
"Arrival, The (1996)",31-May-96
Daylight (1996),6-Dec-96
Fled (1996),19-Jul-96
Power 98 (1995),17-May-96
Escape from L.A. (1996),9-Aug-96
Bulletproof (1996),6-Sep-96
In the Line of Duty 2 (1987),30-Aug-96
Last Man Standing (1996),20-Sep-96
"Glimmer Man, The (1996)",4-Oct-96
Days of Thunder (1990),1-Jan-90
Diva (1981),1-Jan-81
Money Talks (1997),22-Aug-97
"Peacemaker, The (1997)",1-Jan-97
Money Talks (1997),22-Aug-97
Mortal Kombat: Annihilation (1997),1-Jan-97
Time Tracers (1995),1-Jan-95
U.S. Marshalls (1998),10-Mar-98
Lost in Space (1998),27-Mar-98
Mercury Rising (1998),27-Mar-98
Chain Reaction (1996),31-Jul-96
Solo (1996),23-Aug-96
"Substitute, The (1996)",19-Apr-96
Maximum Risk (1996),13-Sep-96
Anaconda (1997),11-Apr-97
Con Air (1997),6-Jun-97
"Die xue shuang xiong (Killer, The) (1989)",1-Jan-89
Fire Down Below (1997),1-Jan-97
"Shooter, The (1995)",1-Jan-95
"Quest, The (1996)",26-Apr-96
"Pagemaster, The (1994)",1-Jan-94
Bloodsport 2 (1995),1-Mar-96
Double Team (1997),4-Apr-97
Speed 2: Cruise Control (1997),13-Jun-97
Firestorm (1998),9-Jan-98
Tank Girl (1995),1-Jan-95
Best Men (1997),1-Sep-97
Hackers (1995),1-Jan-95
Palookaville (1996),25-Oct-96
I Love Trouble (1994),1-Jan-94
"Low Down Dirty Shame, A (1994)",1-Jan-94
"Cowboy Way, The (1994)",1-Jan-94
Young Guns II (1990),1-Jan-90
Barb Wire (1996),3-May-96
Judgment Night (1993),1-Jan-93
Under Siege 2: Dark Territory (1995),1-Jan-95
Marked for Death (1990),1-Jan-90
Cutthroat Island (1995),1-Jan-95
Metro (1997),17-Jan-97
Best of the Best 3: No Turning Back (1995),1-Jan-95
Set It Off (1996),25-Sep-96
"Getaway, The (1994)",1-Jan-94
New York Cop (1996),1-Jan-96
Surviving the Game (1994),1-Jan-94
The Deadly Cure (1996),16-Sep-96
American Strays (1996),13-Sep-96
Bird of Prey (1996),4-Oct-96
Johnny 100 Pesos (1993),1-Jan-93
"Stranger, The (1994)",1-Jan-94
Stag (1997),1-Jan-97
"Specialist, The (1994)",1-Jan-94
Street Fighter (1994),1-Jan-94
Coldblooded (1995),1-Jan-95
"Next Karate Kid, The (1994)",1-Jan-94
No Escape (1994),1-Jan-94
Highlander III: The Sorcerer (1994),1-Jan-94
Men of Means (1998),1-Jan-97
Dead Presidents (1995),1-Jan-95
"Man in the Iron Mask, The (1998)",17-Mar-98
"Jerky Boys, The (1994)",1-Jan-94
Tough and Deadly (1995),1-Jan-95
"Good Man in Africa, A (1994)",1-Jan-94
The Courtyard (1995),1-Jan-95
"Hunted, The (1995)",1-Jan-95
Condition Red (1995),1-Jan-95
Hostile Intentions (1994),1-Jan-94
Lashou shentan (1992),1-Jan-92
Shopping (1994),9-Feb-96
Nemesis 2: Nebula (1995),1-Jan-95
Romper Stomper (1992),1-Jan-92
"Truth or Consequences, N.M. (1997)",2-May-97
Tokyo Fist (1995),11-Feb-98
Warriors of Virtue (1997),2-May-97
King of New York (1990),1-Jan-90
Men With Guns (1997),6-Mar-98
Target (1995),28-Feb-96
Mirage (1995),1-Jan-95
