"Farewell to Arms, A (1932)",01-Jan-1932
Chungking Express (1994),16-Feb-1996
Feeling Minnesota (1996),13-Sep-1996
Beautiful Thing (1996),09-Oct-1996
In Love and War (1996),24-Jan-1997
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",28-Jun-1996
Love! Valour! Compassion! (1997),16-May-1997
Bliss (1997),06-Jun-1997
Hugo Pool (1997),01-Jan-1997
That Old Feeling (1997),04-Apr-1997
Top Hat (1935),01-Jan-1935
Blue Sky (1994),01-Jan-1994
Flesh and Bone (1993),01-Jan-1993
Kissed (1996),18-Apr-1997
"Goofy Movie, A (1995)",01-Jan-1995
Cutthroat Island (1995),01-Jan-1995
Trial and Error (1997),30-May-1997
Pie in the Sky (1995),09-Feb-1996
Walking and Talking (1996),12-Jul-1996
Love in the Afternoon (1957),01-Jan-1957
Shall We Dance? (1937),01-Jan-1937
Jack and Sarah (1995),22-Mar-1996
Country Life (1994),01-Jan-1994
Love Affair (1994),01-Jan-1994
Penny Serenade (1941),01-Jan-1941
'Til There Was You (1997),30-May-1997
Inventing the Abbotts (1997),04-Apr-1997
"Crude Oasis, The (1995)",01-Jan-1995
1-900 (1994),01-Jan-1994
For the Moment (1994),01-Jan-1994
Hotel de Love (1996),07-Feb-1997
Love and Other Catastrophes (1996),28-Mar-1997
Roseanna's Grave (For Roseanna) (1997),20-Jun-1997
Fall (1997),27-Jun-1997
Swept from the Sea (1997),01-Jan-1997
Picture Bride (1995),01-Jan-1995
When Night Is Falling (1995),01-Jan-1995
I Like It Like That (1994),01-Jan-1994
Sliding Doors (1998),01-Jan-1998
Shooting Fish (1997),16-Jan-1998
Mr. Jones (1993),01-Jan-1993
Moonlight and Valentino (1995),01-Jan-1995
Golden Earrings (1947),01-Jan-1947
"Damsel in Distress, A (1937)",01-Jan-1937
"Thieves (Voleurs, Les) (1996)",25-Dec-1996
Nina Takes a Lover (1994),01-Jan-1994
"Man in the Iron Mask, The (1998)",17-Mar-1998
"Colonel Chabert, Le (1994)",01-Jan-1994
Even Cowgirls Get the Blues (1993),01-Jan-1993
"Modern Affair, A (1995)",06-Sep-1996
Naked in New York (1994),01-Jan-1994
Wings of Courage (1995),01-Jan-1995
Mr. Wonderful (1993),01-Jan-1993
"Object of My Affection, The (1998)",20-Mar-1998
Witness (1985),01-Jan-1985
Frankie Starlight (1995),01-Jan-1995
"Promise, The (Versprechen, Das) (1994)",01-Jan-1994
Vermont Is For Lovers (1992),01-Jan-1992
Liebelei (1933),01-Jan-1933
"Truth or Consequences, N.M. (1997)",02-May-1997
"Leading Man, The (1996)",16-Jan-1998
Hugo Pool (1997),01-Jan-1997
Temptress Moon (Feng Yue) (1996),13-Jun-1997
"Favor, The (1994)",01-Jan-1994
Little City (1998),20-Feb-1998
Rough Magic (1995),30-May-1997
B. Monkey (1998),06-Feb-1998
Sliding Doors (1998),01-Jan-1998
