"Age of Innocence, The (1993)",01-Jan-1993
"Man Without a Face, The (1993)",01-Jan-1993
Batman (1989),01-Jan-1989
Jack (1996),07-Aug-1996
Old Yeller (1957),01-Jan-1957
"Parent Trap, The (1961)",01-Jan-1961
William Shakespeare's Romeo and Juliet (1996),25-Oct-1996
E.T. the Extra-Terrestrial (1982),01-Jan-1982
To Kill a Mockingbird (1962),01-Jan-1962
"Day the Earth Stood Still, The (1951)",01-Jan-1951
Bastard Out of Carolina (1996),15-Dec-1996
Free Willy 3: The Rescue (1997),08-Aug-1997
Nixon (1995),01-Jan-1995
"Cry, the Beloved Country (1995)",01-Jan-1995
"Crossing Guard, The (1995)",01-Jan-1995
Smoke (1995),01-Jan-1995
Like Water For Chocolate (Como agua para chocolate) (1992),01-Jan-1992
Vanya on 42nd Street (1994),01-Jan-1994
"Bronx Tale, A (1993)",01-Jan-1993
Rudy (1993),01-Jan-1993
Short Cuts (1993),01-Jan-1993
Courage Under Fire (1996),08-Mar-1996
Trainspotting (1996),19-Jul-1996
"Apartment, The (1960)",01-Jan-1960
Casablanca (1942),01-Jan-1942
East of Eden (1955),01-Jan-1955
It's a Wonderful Life (1946),01-Jan-1946
Cat on a Hot Tin Roof (1958),01-Jan-1958
"Candidate, The (1972)",01-Jan-1972
Bonnie and Clyde (1967),01-Jan-1967
Rebel Without a Cause (1955),01-Jan-1955
"Streetcar Named Desire, A (1951)",01-Jan-1951
"People vs. Larry Flynt, The (1996)",27-Dec-1996
My Left Foot (1989),01-Jan-1989
"Magnificent Seven, The (1954)",01-Jan-1954
Wings of Desire (1987),01-Jan-1987
"Boot, Das (1981)",04-Apr-1997
Manhattan (1979),01-Jan-1979
Miller's Crossing (1990),01-Jan-1990
"Deer Hunter, The (1978)",01-Jan-1978
Down by Law (1986),01-Jan-1986
Cool Hand Luke (1967),01-Jan-1967
Ben-Hur (1959),01-Jan-1959
Gandhi (1982),01-Jan-1982
"Killing Fields, The (1984)",01-Jan-1984
My Life as a Dog (Mitt liv som hund) (1985),01-Jan-1985
Shine (1996),22-Nov-1996
Traveller (1997),18-Apr-1997
Ponette (1996),23-May-1997
My Own Private Idaho (1991),01-Jan-1991
"Misérables, Les (1995)",01-Jan-1995
Things to Do in Denver when You're Dead (1995),02-Feb-1996
Rob Roy (1995),01-Jan-1995
"Walk in the Clouds, A (1995)",01-Jan-1995
White Man's Burden (1995),01-Jan-1995
Farinelli: il castrato (1994),01-Jan-1994
Heavenly Creatures (1994),01-Jan-1994
Interview with the Vampire (1994),01-Jan-1994
Mary Shelley's Frankenstein (1994),01-Jan-1994
Wolf (1994),01-Jan-1994
Kalifornia (1993),01-Jan-1993
"Piano, The (1993)",01-Jan-1993
"Secret Garden, The (1993)",01-Jan-1993
"Hour of the Pig, The (1993)",01-Jan-1993
Primal Fear (1996),30-Mar-1996
Heavy (1995),05-Jun-1996
"Big Squeeze, The (1996)",06-Sep-1996
All About Eve (1950),01-Jan-1950
Lost Horizon (1937),01-Jan-1937
Giant (1956),01-Jan-1956
"Blue Angel, The (Blaue Engel, Der) (1930)",01-Jan-1930
Picnic (1955),01-Jan-1955
Extreme Measures (1996),27-Sep-1996
"Chamber, The (1996)",11-Oct-1996
So Dear to My Heart (1949),01-Jan-1949
Robin Hood: Prince of Thieves (1991),01-Jan-1991
Sleepers (1996),18-Oct-1996
"Crying Game, The (1992)",01-Jan-1992
Sophie's Choice (1982),01-Jan-1982
"Christmas Carol, A (1938)",01-Jan-1938
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",01-Jan-1982
"Tin Drum, The (Blechtrommel, Die) (1979)",01-Jan-1979
"Cook the Thief His Wife & Her Lover, The (1989)",01-Jan-1989
Paths of Glory (1957),01-Jan-1957
"Grifters, The (1990)",01-Jan-1990
The Innocent (1994),01-Jan-1994
Ran (1985),01-Jan-1985
Once Upon a Time in America (1984),01-Jan-1984
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957
Glory (1989),01-Jan-1989
Rosencrantz and Guildenstern Are Dead (1990),01-Jan-1990
Stand by Me (1986),01-Jan-1986
Pump Up the Volume (1990),01-Jan-1990
Fried Green Tomatoes (1991),01-Jan-1991
Somewhere in Time (1980),01-Jan-1980
"Paris, Texas (1984)",01-Jan-1984
"Crucible, The (1996)",27-Nov-1996
Volcano (1997),25-Apr-1997
"Perfect World, A (1993)",01-Jan-1993
Seven Years in Tibet (1997),01-Jan-1997
"American President, The (1995)",01-Jan-1995
Casino (1995),01-Jan-1995
Kicking and Screaming (1995),01-Jan-1995
City Hall (1996),16-Feb-1996
"Basketball Diaries, The (1995)",01-Jan-1995
"Browning Version, The (1994)",01-Jan-1994
Little Women (1994),01-Jan-1994
Widows' Peak (1994),01-Jan-1994
"House of the Spirits, The (1993)",01-Jan-1993
Enchanted April (1991),01-Jan-1991
"Sex, Lies, and Videotape (1989)",01-Jan-1989
"Substance of Fire, The (1996)",06-Dec-1996
Tin Men (1987),01-Jan-1987
Othello (1995),18-Dec-1995
Carrington (1995),01-Jan-1995
To Die For (1995),01-Jan-1995
Home for the Holidays (1995),01-Jan-1995
"Juror, The (1996)",01-Jan-1996
First Knight (1995),01-Jan-1995
Boys on the Side (1995),01-Jan-1995
Circle of Friends (1995),01-Jan-1995
Fluke (1995),01-Jan-1995
Immortal Beloved (1994),01-Jan-1994
Nell (1994),01-Jan-1994
"Queen Margot (Reine Margot, La) (1994)",01-Jan-1996
"Corrina, Corrina (1994)",01-Jan-1994
Go Fish (1994),01-Jan-1994
Philadelphia (1993),01-Jan-1993
Shadowlands (1993),01-Jan-1993
Sirens (1994),01-Jan-1994
Jane Eyre (1996),05-Apr-1996
"Last Supper, The (1995)",05-Apr-1996
Ransom (1996),08-Nov-1996
Michael Collins (1996),11-Oct-1996
Amistad (1997),18-Dec-1997
Burnt By the Sun (1994),01-Jan-1994
Beautiful Girls (1996),09-Feb-1996
Kids (1995),01-Jan-1995
Something to Talk About (1995),01-Jan-1995
Three Wishes (1995),01-Jan-1995
Don Juan DeMarco (1995),01-Jan-1995
Little Odessa (1994),01-Jan-1994
Beyond Bedlam (1993),01-Jan-1993
Roommates (1995),01-Jan-1995
Swimming with Sharks (1995),01-Jan-1995
It Could Happen to You (1994),01-Jan-1994
Boys Life (1995),01-Jan-1995
Heaven & Earth (1993),01-Jan-1993
Menace II Society (1993),01-Jan-1993
Poetic Justice (1993),01-Jan-1993
"Program, The (1993)",01-Jan-1993
Rising Sun (1993),01-Jan-1993
One Fine Day (1996),30-Nov-1996
Frisk (1995),29-Mar-1996
Faces (1968),01-Jan-1968
Bogus (1996),06-Sep-1996
Meet John Doe (1941),01-Jan-1941
Last Man Standing (1996),20-Sep-1996
Pollyanna (1960),01-Jan-1960
To Gillian on Her 37th Birthday (1996),18-Oct-1996
Looking for Richard (1996),11-Oct-1996
Two or Three Things I Know About Her (1966),01-Jan-1966
"Bloody Child, The (1996)",26-Oct-1996
Diva (1981),01-Jan-1981
Night on Earth (1991),01-Jan-1991
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",08-Nov-1996
"Ice Storm, The (1997)",01-Jan-1997
"Whole Wide World, The (1996)",25-Dec-1996
Hearts and Minds (1996),10-Jan-1997
Career Girls (1997),08-Aug-1997
She's So Lovely (1997),22-Aug-1997
Soul Food (1997),01-Jan-1997
Washington Square (1997),01-Jan-1997
Telling Lies in America (1997),01-Jan-1997
Eve's Bayou (1997),01-Jan-1997
One Night Stand (1997),01-Jan-1997
Bent (1997),18-Dec-1997
"Sweet Hereafter, The (1997)",01-Jan-1997
"Postman, The (1997)",01-Jan-1997
"Winter Guest, The (1997)",01-Jan-1997
Kundun (1997),25-Dec-1997
Afterglow (1997),26-Dec-1997
Ma vie en rose (My Life in Pink) (1997),26-Dec-1997
Great Expectations (1998),01-Jan-1998
Oscar & Lucinda (1997),31-Dec-1997
Dangerous Beauty (1998),23-Jan-1998
Nil By Mouth (1997),06-Feb-1998
Twilight (1998),30-Jan-1998
Wild Things (1998),14-Mar-1998
Primary Colors (1998),20-Mar-1998
Mercury Rising (1998),27-Mar-1998
Two Bits (1995),01-Jan-1995
Farewell My Concubine (1993),01-Jan-1993
Raise the Red Lantern (1991),01-Jan-1991
White Squall (1996),01-Jan-1996
"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-1996
"Craft, The (1996)",26-Apr-1996
"Funeral, The (1996)",25-Oct-1996
"Preacher's Wife, The (1996)",13-Dec-1996
Paradise Road (1997),18-Apr-1997
Brassed Off (1996),13-Jun-1997
"Thousand Acres, A (1997)",01-Jan-1997
Murder in the First (1995),01-Jan-1995
With Honors (1994),01-Jan-1994
What's Love Got to Do with It (1993),01-Jan-1993
Renaissance Man (1994),01-Jan-1994
How to Make an American Quilt (1995),01-Jan-1995
Georgia (1995),01-Jan-1995
Unstrung Heroes (1995),01-Jan-1995
Before Sunrise (1995),01-Jan-1995
Nobody's Fool (1994),01-Jan-1994
To Live (Huozhe) (1994),01-Jan-1994
Naked (1993),01-Jan-1993
Orlando (1993),01-Jan-1993
Ruby in Paradise (1993),01-Jan-1993
Some Folks Call It a Sling Blade (1993),01-Jan-1993
"Month by the Lake, A (1995)",01-Jan-1995
Little Lord Fauntleroy (1936),01-Jan-1936
Passion Fish (1992),01-Jan-1992
Eye for an Eye (1996),01-Jan-1996
"Trigger Effect, The (1996)",30-Aug-1996
Mother Night (1996),01-Nov-1996
Dangerous Ground (1997),04-Sep-1996
Blood & Wine (1997),15-Nov-1996
Anna Karenina (1997),04-Apr-1997
"Last Time I Committed Suicide, The (1997)",20-Jun-1997
Geronimo: An American Legend (1993),01-Jan-1993
"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",01-Jan-1991
Until the End of the World (Bis ans Ende der Welt) (1991),01-Jan-1991
I Shot Andy Warhol (1996),01-May-1996
Stealing Beauty (1996),14-Jun-1996
Basquiat (1996),16-Aug-1996
Private Parts (1997),07-Mar-1997
Shiloh (1997),23-May-1997
Trees Lounge (1996),11-Oct-1996
Tie Me Up! Tie Me Down! (1990),01-Jan-1990
8 1/2 (1963),01-Jan-1963
Fire Down Below (1997),01-Jan-1997
"Lay of the Land, The (1997)",01-Jan-1997
Hamlet (1996),24-Jan-1997
"Paper, The (1994)",01-Jan-1994
Fearless (1993),01-Jan-1993
"Ghost and Mrs. Muir, The (1947)",01-Jan-1947
Now and Then (1995),01-Jan-1995
"Simple Twist of Fate, A (1994)",01-Jan-1994
"War, The (1994)",01-Jan-1994
"Evening Star, The (1996)",25-Dec-1996
Four Days in September (1997),23-Jan-1998
"Little Princess, A (1995)",01-Jan-1995
"Star Maker, The (Uomo delle stelle, L') (1995)",01-Mar-1996
Amateur (1994),01-Jan-1994
Reality Bites (1994),01-Jan-1994
"Man of No Importance, A (1994)",01-Jan-1994
Female Perversions (1996),25-Apr-1997
Carried Away (1996),29-Mar-1996
It's My Party (1995),22-Mar-1996
"Hate (Haine, La) (1995)",09-Feb-1996
"Red Firecracker, Green Firecracker (1994)",01-Jan-1994
What Happened Was... (1994),01-Jan-1994
Six Degrees of Separation (1993),01-Jan-1993
Trust (1990),01-Jan-1990
C'est arrivé près de chez vous (1992),01-Jan-1992
"Newton Boys, The (1998)",14-Mar-1998
Beyond Rangoon (1995),01-Jan-1995
Feast of July (1995),01-Jan-1995
Death and the Maiden (1994),01-Jan-1994
Double Happiness (1994),01-Mar-1996
Cobb (1994),01-Jan-1994
Mrs. Parker and the Vicious Circle (1994),01-Jan-1994
Twelfth Night (1996),25-Oct-1996
Surviving Picasso (1996),20-Sep-1996
Some Kind of Wonderful (1987),01-Jan-1987
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",05-Apr-1996
They Made Me a Criminal (1939),01-Jan-1939
"Last Time I Saw Paris, The (1954)",01-Jan-1954
"Old Man and the Sea, The (1958)",01-Jan-1958
"Truman Show, The (1998)",01-Jan-1998
Chungking Express (1994),16-Feb-1996
Feeling Minnesota (1996),13-Sep-1996
Get on the Bus (1996),16-Oct-1996
"Doors, The (1991)",01-Jan-1991
Ghosts of Mississippi (1996),20-Dec-1996
Beautiful Thing (1996),09-Oct-1996
Best Men (1997),01-Sep-1997
"Quiet Room, The (1996)",02-May-1997
Blue Chips (1994),01-Jan-1994
Calendar Girl (1993),01-Jan-1993
My Family (1995),01-Jan-1995
Tom & Viv (1994),01-Jan-1994
Walkabout (1971),20-Dec-1971
Last Dance (1996),03-May-1996
Backbeat (1993),01-Jan-1993
Cyclo (1995),02-Aug-1996
"Fille seule, La (A Single Girl) (1995)",30-Oct-1996
Love! Valour! Compassion! (1997),16-May-1997
Palookaville (1996),25-Oct-1996
"Portrait of a Lady, The (1996)",27-Dec-1996
Big Bully (1996),01-Jan-1996
Little Buddha (1993),01-Jan-1993
Fresh (1994),01-Jan-1994
Spanking the Monkey (1994),01-Jan-1994
Wild Reeds (1994),01-Jan-1994
Bliss (1997),06-Jun-1997
Caught (1996),27-Sep-1996
Welcome To Sarajevo (1997),01-Jan-1997
"Inkwell, The (1994)",01-Jan-1994
Prefontaine (1997),24-Jan-1997
"Letter From Death Row, A (1998)",01-Feb-1998
"Boys of St. Vincent, The (1993)",01-Jan-1993
Before the Rain (Pred dozhdot) (1994),01-Jan-1994
Once Were Warriors (1994),01-Jan-1994
Strawberry and Chocolate (Fresa y chocolate) (1993),01-Jan-1993
"Savage Nights (Nuits fauves, Les) (1992)",01-Jan-1992
"Family Thing, A (1996)",23-Mar-1996
Kim (1950),01-Jan-1950
To Be or Not to Be (1942),01-Jan-1942
"Secret Agent, The (1996)",08-Nov-1996
Kiss of Death (1995),01-Jan-1995
Blue Sky (1994),01-Jan-1994
Flesh and Bone (1993),01-Jan-1993
Guilty as Sin (1993),01-Jan-1993
In the Realm of the Senses (Ai no corrida) (1976),08-Mar-1976
Higher Learning (1995),01-Jan-1995
When a Man Loves a Woman (1994),01-Jan-1994
King of the Hill (1993),01-Jan-1993
"Scout, The (1994)",01-Jan-1994
Night Falls on Manhattan (1997),16-May-1997
"Awfully Big Adventure, An (1995)",01-Jan-1995
Poison Ivy II (1995),01-Jan-1995
Marked for Death (1990),01-Jan-1990
Nénette et Boni (1996),01-Jan-1996
"Other Voices, Other Rooms (1997)",01-Jan-1997
Twisted (1996),01-Jan-1996
Full Speed (1996),01-Jan-1996
"Van, The (1996)",27-Jun-1997
"Contempt (Mépris, Le) (1963)",27-Jun-1997
Broken English (1996),02-May-1997
"Designated Mourner, The (1997)",23-May-1997
"Designated Mourner, The (1997)",23-May-1997
Total Eclipse (1995),01-Jan-1995
"Run of the Country, The (1995)",01-Jan-1995
Foxfire (1996),23-Aug-1996
Nothing to Lose (1994),16-Aug-1996
Star Maps (1997),01-Jan-1997
Bread and Chocolate (Pane e cioccolata) (1973),01-Jan-1973
Clockers (1995),01-Jan-1995
Bitter Moon (1992),01-Jan-1992
Talking About Sex (1994),01-Jan-1994
Color of Night (1994),01-Jan-1994
Sunset Park (1996),26-Apr-1996
Selena (1997),21-Mar-1997
Manny & Lo (1996),26-Jul-1996
"Grass Harp, The (1995)",11-Oct-1996
Before and After (1996),23-Feb-1996
Princess Caraboo (1994),01-Jan-1994
Country Life (1994),01-Jan-1994
Kicked in the Head (1997),01-Jan-1997
Indian Summer (1996),01-Jan-1996
Love Affair (1994),01-Jan-1994
Penny Serenade (1941),01-Jan-1941
'Til There Was You (1997),30-May-1997
Delta of Venus (1994),01-Jan-1994
Babyfever (1994),01-Jan-1994
"Very Natural Thing, A (1974)",01-Jan-1974
"Walk in the Sun, A (1945)",01-Jan-1945
Waiting to Exhale (1995),15-Jan-1996
"Pompatus of Love, The (1996)",26-Jul-1996
Inventing the Abbotts (1997),04-Apr-1997
"Horse Whisperer, The (1998)",25-Dec-1997
"Journey of August King, The (1995)",22-Mar-1996
"Neon Bible, The (1995)",01-Mar-1996
Homage (1995),03-May-1996
"Wooden Man's Bride, The (Wu Kui) (1994)",01-Jan-1994
Loaded (1994),12-Apr-1996
August (1996),12-Apr-1996
Boys (1996),10-May-1996
Captives (1994),16-Sep-1994
Of Love and Shadows (1994),10-May-1996
"Low Life, The (1994)",10-May-1996
An Unforgettable Summer (1994),01-Jan-1994
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),01-Jan-1993
Midnight Dancers (Sibak) (1994),01-Jan-1994
Somebody to Love (1994),14-Jun-1996
American Buffalo (1996),13-Sep-1996
Two Deaths (1995),09-Aug-1996
Stefano Quantestorie (1993),01-Jan-1993
Hedd Wyn (1992),01-Jan-1992
"Convent, The (Convento, O) (1995)",14-Jun-1996
Lotto Land (1995),01-Jan-1995
"Story of Xinghua, The (1993)",01-Jan-1993
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",01-Jan-1994
Dingo (1992),01-Jan-1992
"Ballad of Narayama, The (Narayama Bushiko) (1958)",01-Jan-1958
Every Other Weekend (1990),01-Jan-1990
Crows and Sparrows (1949),01-Jan-1949
Shadow of Angels (Schatten der Engel) (1976),01-Jan-1976
Venice/Venice (1992),01-Jan-1992
Infinity (1996),04-Oct-1996
Boys in Venice (1996),24-Sep-1996
Johnny 100 Pesos (1993),01-Jan-1993
JLG/JLG - autoportrait de décembre (1994),01-Jan-1994
Mina Tannenbaum (1994),01-Jan-1994
"Forbidden Christ, The (Cristo proibito, Il) (1950)",01-Jan-1950
I Can't Sleep (J'ai pas sommeil) (1994),01-Jan-1994
"Cement Garden, The (1993)",01-Jan-1993
Hollow Reed (1996),02-May-1997
Losing Chase (1996),01-Jan-1996
"Bonheur, Le (1965)",16-May-1997
Squeeze (1996),13-Jun-1997
Gabbeh (1996),27-Jun-1997
Mondo (1996),27-Jun-1997
For Ever Mozart (1996),04-Jul-1997
"Locusts, The (1997)",01-Jan-1997
Hurricane Streets (1998),01-Jan-1998
Stonewall (1995),26-Jul-1996
Of Human Bondage (1934),01-Jan-1934
Anna (1996),13-Nov-1996
Picture Bride (1995),01-Jan-1995
M. Butterfly (1993),01-Jan-1993
"Ciao, Professore! (1993)",01-Jan-1993
Caro Diario (Dear Diary) (1994),01-Jan-1994
Boy's Life 2 (1997),07-Mar-1997
When Night Is Falling (1995),01-Jan-1995
Harlem (1993),01-Jan-1993
"Turning, The (1992)",02-May-1997
"Joy Luck Club, The (1993)",01-Jan-1993
My Crazy Life (Mi vida loca) (1993),01-Jan-1993
"Walking Dead, The (1995)",01-Jan-1995
I Like It Like That (1994),01-Jan-1994
I'll Do Anything (1994),01-Jan-1994
Grace of My Heart (1996),13-Sep-1996
Drunks (1995),01-Nov-1996
Sliding Doors (1998),01-Jan-1998
Ill Gotten Gains (1997),01-Jan-1997
"Mighty, The (1998)",09-Oct-1998
Men of Means (1998),01-Jan-1997
Mr. Jones (1993),01-Jan-1993
Panther (1995),01-Jan-1995
Jason's Lyric (1994),01-Jan-1994
Above the Rim (1994),01-Jan-1994
Moonlight and Valentino (1995),01-Jan-1995
"Scarlet Letter, The (1995)",01-Jan-1995
8 Seconds (1994),01-Jan-1994
Ladybird Ladybird (1994),01-Jan-1994
Century (1993),01-Jan-1993
My Favorite Season (1993),19-Apr-1996
Pather Panchali (1955),22-Mar-1996
Angel on My Shoulder (1946),01-Jan-1946
Beat the Devil (1954),01-Jan-1954
Love Is All There Is (1996),11-Oct-1996
Sleepover (1995),25-Oct-1996
"Thieves (Voleurs, Les) (1996)",25-Dec-1996
"Stars Fell on Henrietta, The (1995)",01-Jan-1995
Last Summer in the Hamptons (1995),01-Jan-1995
Margaret's Museum (1995),01-Jan-1995
"Saint of Fort Washington, The (1993)",01-Jan-1993
"Cure, The (1995)",01-Jan-1995
"Little Princess, The (1939)",01-Jan-1939
Bhaji on the Beach (1993),01-Jan-1993
Dead Presidents (1995),01-Jan-1995
S.F.W. (1994),01-Jan-1994
"Man in the Iron Mask, The (1998)",17-Mar-1998
"Colonel Chabert, Le (1994)",01-Jan-1994
Girl in the Cadillac (1995),01-Jan-1995
Germinal (1993),01-Jan-1993
Tough and Deadly (1995),01-Jan-1995
Flirt (1995),07-Aug-1996
Killer: A Journal of Murder (1995),06-Sep-1996
Nelly & Monsieur Arnaud (1995),12-Apr-1996
"Babysitter, The (1995)",01-Jan-1995
"World of Apu, The (Apur Sansar) (1959)",05-Apr-1996
Dream With the Fishes (1997),20-Jun-1997
"Wedding Gift, The (1994)",01-Jan-1994
Race the Sun (1996),01-Jan-1996
Losing Isaiah (1995),01-Jan-1995
New Jersey Drive (1995),01-Jan-1995
Kaspar Hauser (1993),07-Jun-1996
Witness (1985),01-Jan-1985
Nowhere (1997),09-May-1997
Jefferson in Paris (1995),01-Jan-1995
Foreign Student (1994),01-Jan-1994
I Don't Want to Talk About It (De eso no se habla) (1993),01-Jan-1993
"Enfer, L' (1994)",01-Jan-1994
Aiqing wansui (1994),22-Jul-1996
All Over Me (1997),25-Apr-1997
Being Human (1993),01-Jan-1993
"Beans of Egypt, Maine, The (1994)",01-Jan-1994
"Scarlet Letter, The (1926)",01-Jan-1926
