"Adventures of Pinocchio, The (1996)",26-Jul-1996
"Pagemaster, The (1994)",01-Jan-1994
Pete's Dragon (1977),01-Jan-1977
Firestorm (1998),09-Jan-1998
"Mark of Zorro, The (1940)",01-Jan-1940
"Old Man and the Sea, The (1958)",01-Jan-1958
Escape to Witch Mountain (1975),01-Jan-1975
Cutthroat Island (1995),01-Jan-1995
Wild America (1997),04-Jul-1997
Star Kid (1997),16-Jan-1998
Surviving the Game (1994),01-Jan-1994
"Second Jungle Book: Mowgli & Baloo, The (1997)",16-May-1997
Barbarella (1968),01-Jan-1968
Golden Earrings (1947),01-Jan-1947
Tom and Huck (1995),01-Jan-1995
Herbie Rides Again (1974),01-Jan-1974
Gold Diggers: The Secret of Bear Mountain (1995),01-Jan-1995
Wings of Courage (1995),01-Jan-1995
"Good Man in Africa, A (1994)",01-Jan-1994
Far From Home: The Adventures of Yellow Dog (1995),01-Jan-1995
"Amazing Panda Adventure, The (1995)",01-Jan-1995
"Secret Adventures of Tom Thumb, The (1993)",01-Jan-1993
Buddy (1997),06-Jun-1997
Warriors of Virtue (1997),02-May-1997
